anchor,anchor_raw_ingred_name,anchor_matched_ingred_name,pos,pos_raw_ingred_name,pos_matched_ingred_name,neg,neg_raw_ingred_name
"Sausage, kale & gnocchi one-pot: Squeeze the sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",pork sausages,Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the quorn sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",Quorn sausages,Quorn:Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the chilli powder straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",chilli powder
"Sausage, kale & gnocchi one-pot: Squeeze the sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",pork sausages,Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the quorn sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",Quorn sausages,Quorn:Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the flour tortilla straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",flour tortilla
"Sausage, kale & gnocchi one-pot: Squeeze the sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",pork sausages,Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the quorn sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",Quorn sausages,Quorn:Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the lamb straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",lamb
"Sausage, kale & gnocchi one-pot: Squeeze the sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",pork sausages,Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the quorn sausages straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",Quorn sausages,Quorn:Sausage,"Sausage, kale & gnocchi one-pot: Squeeze the soy sauce straight from their skins into the pan, then use the back of a wooden spoon to break the meat up.",soy sauce
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g nectarine.",nectarine
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g kohl rabi.",kohl rabi
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g water.",water
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g pheasant.",pheasant
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g arrowhead.",arrowhead
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g monkfish.",monkfish
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g veal.",veal
"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g lean minced beef.",lean minced beef,Beef:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g quorn mince.",Quorn mince,Quorn:Mince,"Chilli con carne recipe: Add the onion and cook, stirring fairly frequently, for about 5 minutes, or until the onion is soft, squidgy and slightly translucent.STEP 5Tip in the garlic, red pepper, 1 heaped tsp hot chilli powder or 1 level tbsp mild chilli powder, 1 tsp paprika and 1 tsp ground cumin.STEP 6Give it a good stir, then leave it to cook for another 5 minutes, stirring occasionally.STEP 7Brown 500g pumpkin.",pumpkin
